0,255
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,1
103,2
104,3
105,4
106,5
107,7
108,8
109,9
110,10
111,12
112,13
113,14
114,15
115,17
116,18
117,18
118,20
119,21
120,21
121,22
122,23
123,23
124,24
125,25
126,25
127,25
128,26
129,26
130,27
131,27
132,28
133,28
134,28
135,28
136,28
137,29
138,29
139,29
140,30
141,30
142,30
143,31
144,30
145,31
146,31
147,31
148,31
149,32
150,32
151,32
152,32
153,32
154,32
155,32
156,32
157,32
158,32
159,32
160,32
161,32
162,32
163,32
164,32
165,32
166,32
167,32
168,32
169,33
170,32
171,33
172,33
173,32
174,33
175,33
176,33
177,33
178,34
179,34
180,34
181,34
182,34
183,34
184,34
185,34
186,34
187,35
188,35
189,35
190,35
191,35
192,35
193,35
194,34
195,35
196,35
197,35
198,35
199,35
200,35
201,35
202,35
203,36
204,35
205,35
206,35
207,35
208,35
209,36
210,35
211,35
212,35
213,35
214,35
215,35
216,36
217,35
218,35
219,35
220,35
221,35
222,35
223,35
224,35
225,35
226,35
227,35
228,35
229,34
230,35
231,35
232,35
233,35
234,34
235,35
236,35
237,35
238,35
239,35
240,35
241,34
242,35
243,34
244,34
245,34
246,34
247,34
248,35
249,34
250,34
251,34
252,35
253,35
254,34
255,34
256,35
257,35
258,35
259,35
260,35
261,36
262,36
263,37
264,39
265,40
266,40
267,41
268,43
269,44
270,45
271,46
272,48
273,49
274,51
275,51
276,53
277,54
278,55
279,55
280,56
281,56
282,57
283,58
284,59
285,59
286,59
287,60
288,61
289,61
290,61
291,62
292,62
293,63
294,63
295,63
296,63
297,64
298,64
299,64
300,65
301,65
302,65
303,65
304,66
305,66
306,65
307,66
308,66
309,66
310,66
311,66
312,66
313,66
314,66
315,66
316,66
317,66
318,66
319,66
320,66
321,66
322,66
323,66
324,66
325,66
326,66
327,66
328,66
329,66
330,66
331,66
332,66
333,66
334,66
335,66
336,66
337,66
338,66
339,66
340,67
341,66
342,67
343,66
344,66
345,67
346,66
347,67
348,67
349,67
350,66
351,66
352,66
353,66
354,66
355,66
356,66
357,66
358,66
359,66
360,66
361,66
362,66
363,66
364,65
365,66
366,65
367,66
368,65
369,65
370,65
371,65
372,65
373,64
374,64
375,64
376,64
377,65
378,64
379,64
380,64
381,64
382,64
383,64
384,64
385,64
386,64
387,63
388,63
389,63
390,63
391,63
392,63
393,63
394,63
395,63
396,63
397,63
398,63
399,62
400,62
401,62
402,62
403,62
404,62
405,61
406,62
407,62
408,61
409,61
410,61
411,61
412,61
413,61
414,61
415,61
416,61
417,61
418,61
419,60
420,61
421,61
422,61
423,62
424,63
425,63
426,64
427,65
428,66
429,67
430,69
431,70
432,71
433,72
434,74
435,74
436,76
437,77
438,78
439,79
440,80
441,81
442,82
443,83
444,83
445,84
446,85
447,85
448,85
449,85
450,86
451,87
452,87
453,87
454,88
455,88
456,88
457,89
458,89
459,89
460,89
461,90
462,89
463,90
464,89
465,90
466,91
467,91
468,91
469,91
470,91
471,91
472,91
473,91
474,91
475,91
476,91
477,91
478,91
479,91
480,90
481,90
482,90
483,90
484,90
485,90
486,90
487,90
488,90
489,90
490,90
491,90
492,90
493,90
494,90
495,90
496,90
497,90
498,90
499,90
500,90
501,91
502,90
503,90
504,90
505,90
506,90
507,90
508,90
509,90
510,89
511,90
512,90
513,89
514,89
515,89
516,89
517,89
518,89
519,89
520,88
521,89
522,88
523,88
524,88
525,88
526,88
527,88
528,88
529,88
530,87
531,87
532,87
533,87
534,87
535,87
536,86
537,87
538,87
539,86
540,86
541,86
542,86
543,86
544,85
545,85
546,85
547,85
548,85
549,84
550,85
551,84
552,84
553,84
554,84
555,84
556,83
557,83
558,83
559,83
560,83
561,83
562,83
563,82
564,82
565,82
566,82
567,82
568,82
569,82
570,81
571,81
572,81
573,81
574,81
575,80
576,80
577,80
578,80
579,80
580,80
581,80
582,81
583,81
584,82
585,82
586,83
587,84
588,86
589,86
590,88
591,89
592,90
593,92
594,93
595,94
596,95
597,97
598,98
599,99
600,100
601,100
602,101
603,102
604,103
605,103
606,104
607,105
608,105
609,106
610,107
611,107
612,108
613,108
614,108
615,108
616,109
617,109
618,110
619,110
620,110
621,110
622,110
623,111
624,111
625,111
626,111
627,111
628,111
629,111
630,112
631,112
632,111
633,111
634,111
635,111
636,111
637,111
638,111
639,111
640,111
641,110
642,111
643,110
644,110
645,110
646,110
647,109
648,110
649,110
650,109
651,110
652,110
653,110
654,110
655,110
656,109
657,109
658,109
659,109
660,109
661,109
662,109
663,109
664,109
665,109
666,109
667,109
668,109
669,109
670,109
671,109
672,109
673,108
674,109
675,108
676,108
677,108
678,108
679,108
680,108
681,107
682,108
683,108
684,107
685,107
686,107
687,107
688,107
689,106
690,106
691,106
692,105
693,105
694,105
695,105
696,105
697,105
698,104
699,104
700,104
701,104
702,104
703,103
704,103
705,103
706,103
707,103
708,103
709,103
710,102
711,102
712,102
713,102
714,102
715,102
716,101
717,101
718,101
719,101
720,101
721,100
722,101
723,100
724,100
725,100
726,100
727,99
728,99
729,99
730,99
731,99
732,98
733,98
734,98
735,97
736,97
737,97
738,97
739,97
740,97
741,97
742,96
743,97
744,96
745,97
746,98
747,98
748,99
749,100
750,101
751,103
752,104
753,105
754,107
755,108
756,110
757,111
758,112
759,114
760,115
761,116
762,117
763,118
764,119
765,120
766,121
767,121
768,122
769,123
770,124
771,124
772,124
773,125
774,125
775,125
776,126
777,126
778,127
779,127
780,127
781,127
782,128
783,128
784,128
785,128
786,129
787,128
788,129
789,129
790,129
791,129
792,129
793,129
794,128
795,129
796,129
797,128
798,128
799,128
800,128
801,128
802,127
803,128
804,128
805,127
806,127
807,127
808,127
809,126
810,126
811,126
812,126
813,126
814,125
815,126
816,126
817,125
818,126
819,125
820,125
821,125
822,125
823,125
824,125
825,125
826,125
827,125
828,125
829,124
830,124
831,124
832,124
833,123
834,124
835,124
836,123
837,123
838,123
839,123
840,122
841,122
842,122
843,121
844,121
845,121
846,121
847,121
848,120
849,120
850,120
851,119
852,120
853,119
854,119
855,119
856,119
857,118
858,118
859,118
860,117
861,117
862,117
863,117
864,116
865,117
866,116
867,116
868,115
869,115
870,115
871,115
872,115
873,114
874,115
875,114
876,114
877,113
878,114
879,113
880,113
881,112
882,112
883,112
884,112
885,111
886,111
887,111
888,111
889,111
890,110
891,110
892,110
893,109
894,109
895,108
896,108
897,109
898,108
899,108
900,108
901,107
902,107
903,106
904,106
905,106
906,106
907,106
908,106
909,106
910,107
911,107
912,107
913,109
914,109
915,110
916,111
917,113
918,115
919,116
920,117
921,119
922,120
923,121
924,123
925,124
926,125
927,126
928,128
929,128
930,129
931,130
932,131
933,131
934,132
935,132
936,133
937,133
938,134
939,134
940,134
941,135
942,135
943,135
944,135
945,136
946,136
947,136
948,137
949,136
950,136
951,137
952,136
953,137
954,137
955,137
956,137
957,136
958,136
959,136
960,136
961,136
962,135
963,135
964,135
965,135
966,134
967,134
968,134
969,134
970,134
971,134
972,133
973,133
974,133
975,133
976,133
977,133
978,133
979,133
980,132
981,132
982,132
983,132
984,132
985,132
986,132
987,132
988,131
989,131
990,131
991,131
992,130
993,131
994,131
995,131
996,130
997,130
998,129
999,129
1000,129
1001,129
1002,129
1003,129
1004,128
1005,128
1006,128
1007,127
1008,127
1009,127
1010,127
1011,126
1012,126
1013,125
1014,125
1015,125
1016,125
1017,124
1018,125
1019,124
1020,123
1021,123
1022,123
1023,122
1024,122
1025,122
1026,122
1027,122
1028,121
1029,121
1030,121
1031,121
1032,121
1033,120
1034,120
1035,120
1036,119
1037,119
1038,119
1039,119
1040,118
1041,118
1042,118
1043,117
1044,117
1045,117
1046,116
1047,116
1048,116
1049,116
1050,116
1051,115
1052,115
1053,114
1054,114
1055,114
1056,114
1057,113
1058,113
1059,112
1060,112
1061,112
1062,112
1063,111
1064,111
1065,111
1066,111
1067,110
1068,110
1069,110
1070,110
1071,110
1072,110
1073,110
1074,111
1075,111
1076,112
1077,113
1078,114
1079,115
1080,116
1081,117
1082,119
1083,120
1084,122
1085,123
1086,125
1087,126
1088,127
1089,128
1090,130
1091,131
1092,132
1093,133
1094,133
1095,134
1096,134
1097,135
1098,135
1099,136
1100,136
1101,137
1102,137
1103,137
1104,137
1105,138
1106,138
1107,138
1108,138
1109,138
1110,138
1111,138
1112,138
1113,138
1114,138
1115,138
1116,139
1117,138
1118,138
1119,138
1120,138
1121,138
1122,138
1123,138
1124,137
1125,137
1126,137
1127,137
1128,136
1129,136
1130,136
1131,135
1132,135
1133,135
1134,135
1135,135
1136,134
1137,134
1138,134
1139,134
1140,133
1141,133
1142,134
1143,133
1144,133
1145,133
1146,133
1147,133
1148,133
1149,132
1150,132
1151,132
1152,132
1153,132
1154,132
1155,132
1156,132
1157,131
1158,131
1159,131
1160,131
1161,130
1162,130
1163,130
1164,129
1165,129
1166,129
1167,129
1168,128
1169,128
1170,128
1171,128
1172,128
1173,127
1174,127
1175,126
1176,126
1177,126
1178,125
1179,125
1180,125
1181,125
1182,124
1183,124
1184,124
1185,123
1186,123
1187,123
1188,122
1189,122
1190,122
1191,122
1192,121
1193,121
1194,121
1195,120
1196,120
1197,120
1198,120
1199,119
1200,119
1201,119
1202,118
1203,118
1204,118
1205,118
1206,117
1207,117
1208,116
1209,117
1210,116
1211,116
1212,115
1213,115
1214,114
1215,115
1216,114
1217,114
1218,114
1219,113
1220,113
1221,112
1222,112
1223,111
1224,111
1225,111
1226,111
1227,111
1228,110
1229,109
1230,109
1231,109
1232,109
1233,108
1234,109
1235,109
1236,109
1237,109
1238,110
1239,111
1240,112
1241,112
1242,114
1243,115
1244,116
1245,117
1246,120
1247,121
1248,122
1249,124
1250,126
1251,127
1252,128
1253,130
1254,131
1255,132
1256,133
1257,134
1258,135
1259,136
1260,137
1261,138
1262,138
1263,139
1264,139
1265,140
1266,140
1267,141
1268,141
1269,141
1270,141
1271,141
1272,142
1273,142
1274,141
1275,142
1276,142
1277,142
1278,142
1279,142
1280,142
1281,142
1282,142
1283,142
1284,142
1285,142
1286,141
1287,141
1288,141
1289,141
1290,141
1291,141
1292,140
1293,140
1294,140
1295,139
1296,139
1297,138
1298,138
1299,137
1300,137
1301,137
1302,137
1303,137
1304,136
1305,136
1306,136
1307,136
1308,135
1309,135
1310,135
1311,135
1312,135
1313,135
1314,134
1315,134
1316,134
1317,134
1318,134
1319,134
1320,133
1321,133
1322,133
1323,133
1324,132
1325,132
1326,132
1327,132
1328,132
1329,131
1330,130
1331,130
1332,130
1333,130
1334,129
1335,129
1336,129
1337,128
1338,128
1339,128
1340,127
1341,127
1342,126
1343,126
1344,125
1345,125
1346,125
1347,124
1348,124
1349,123
1350,123
1351,123
1352,122
1353,123
1354,122
1355,121
1356,121
1357,121
1358,120
1359,120
1360,119
1361,119
1362,119
1363,119
1364,118
1365,118
1366,117
1367,117
1368,117
1369,116
1370,116
1371,116
1372,116
1373,115
1374,115
1375,114
1376,114
1377,114
1378,114
1379,113
1380,113
1381,112
1382,112
1383,112
1384,111
1385,111
1386,111
1387,110
1388,110
1389,110
1390,109
1391,109
1392,108
1393,108
1394,108
1395,107
1396,107
1397,106
1398,106
1399,106
1400,106
1401,106
1402,106
1403,106
1404,106
1405,106
1406,108
1407,108
1408,109
1409,110
1410,112
1411,113
1412,114
1413,116
1414,118
1415,119
1416,121
1417,123
1418,125
1419,126
1420,128
1421,129
1422,130
1423,131
1424,132
1425,133
1426,134
1427,135
1428,136
1429,136
1430,137
1431,138
1432,138
1433,138
1434,138
1435,139
1436,139
1437,139
1438,139
1439,140
1440,139
1441,140
1442,140
1443,140
1444,140
1445,140
1446,140
1447,139
1448,140
1449,140
1450,139
1451,139
1452,139
1453,139
1454,138
1455,138
1456,138
1457,137
1458,137
1459,137
1460,137
1461,137
1462,137
1463,136
1464,136
1465,136
1466,135
1467,136
1468,135
1469,135
1470,135
1471,135
1472,135
1473,134
1474,134
1475,134
1476,134
1477,134
1478,134
1479,133
1480,133
1481,134
1482,133
1483,133
1484,133
1485,133
1486,132
1487,132
1488,132
1489,132
1490,132
1491,131
1492,131
1493,131
1494,131
1495,130
1496,130
1497,130
1498,129
1499,129
1500,129
1501,129
1502,128
1503,128
1504,127
1505,127
1506,127
1507,127
1508,126
1509,126
1510,125
1511,125
1512,125
1513,125
1514,124
1515,125
1516,123
1517,124
1518,123
1519,123
1520,122
1521,122
1522,122
1523,122
1524,121
1525,121
1526,120
1527,120
1528,120
1529,119
1530,118
1531,119
1532,119
1533,118
1534,118
1535,118
1536,117
1537,117
1538,117
1539,117
1540,116
1541,116
1542,116
1543,115
1544,115
1545,115
1546,114
1547,114
1548,113
1549,113
1550,112
1551,113
1552,112
1553,111
1554,111
1555,110
1556,110
1557,110
1558,110
1559,109
1560,109
1561,109
1562,108
1563,108
1564,108
1565,108
1566,107
1567,108
1568,108
1569,109
1570,109
1571,110
1572,111
1573,112
1574,114
1575,115
1576,116
